mean,variance,std_dev,skewness,kurtosis,entropy,zero_crossings,band_0_power,band_0_relative_power,band_1_power,band_1_relative_power,band_2_power,band_2_relative_power,band_3_power,band_3_relative_power,band_4_power,band_4_relative_power,wavelet_0_mean,wavelet_0_variance,wavelet_1_mean,wavelet_1_variance,wavelet_2_mean,wavelet_2_variance,wavelet_3_mean,wavelet_3_variance,wavelet_4_mean,wavelet_4_variance
-13.926212,3355.1328,57.923508,-0.012041672340415688,9.609641718059754,16395223.0,55891,390.42252,0.032656338,95.00136,0.007946255,122.746666,0.010266972,2876.2554,0.24058032,1149.4475,0.09614391,-55.695805,9772.035,0.010850802,5830.415,0.046367057,2528.5146,-11.405479,2968.284,-2.1686783,2573.3347
-11.895588,1960.5035,44.277573,-0.4481753391837477,2.0406682275829953,14651478.0,59228,282.5848,0.044479813,2.4628093,0.00038765458,16.09604,0.0025335718,2742.0542,0.43160868,209.5066,0.032977056,-47.59944,9777.773,-0.0091573475,7323.825,-0.004395249,1559.6891,9.593242,1078.1151,-1.6191294,805.81665
-11.395956,2040.1154,45.167637,-0.4614938364335378,1.9154110138589742,14218580.0,58657,283.2433,0.04397958,2.4319706,0.00037761548,16.634052,0.0025827927,2773.5205,0.43064842,217.38681,0.033753954,-45.63805,10552.862,-0.0047841524,7453.3657,-0.002790953,1605.5845,9.270202,1102.4983,-1.5466843,832.7694
-10.7221775,2029.8225,45.05355,-0.4352554135797417,1.9251986201926155,13414735.0,58556,301.0698,0.046522215,2.4427507,0.00037746123,16.751598,0.0025885077,2784.953,0.43033937,226.99779,0.035076387,-42.842342,10578.117,-0.02335609,7411.9736,-0.0052738492,1605.0647,9.083925,1099.707,-1.5413677,815.80176
-10.074526,1998.332,44.702705,-0.45437776936616703,1.9710090302327945,12633259.0,58595,267.92374,0.04245959,2.4658082,0.0003907724,16.931435,0.0026832328,2730.7817,0.43276444,230.51779,0.03653163,-40.268585,10298.176,-0.019995471,7307.8804,0.0008150037,1593.16,8.806101,1102.256,-1.4001045,805.559
-9.213871,1994.1772,44.65621,-0.4611162326856165,1.9911886573586095,11610317.0,58841,284.98727,0.04447032,2.7562292,0.00043009076,17.17226,0.0026796141,2801.4624,0.4371491,240.37744,0.037509263,-36.855324,10103.484,-0.008219751,7442.844,0.0027249705,1605.5089,8.982913,1109.7445,-1.362837,796.3161
-12.306372,1965.2421,44.33105,-0.5214141011507013,2.4069612488967262,14851046.0,66137,152.6149,0.025170494,9.533632,0.0015723644,17.423708,0.00287366,2239.914,0.3694249,192.12967,0.03168759,-49.208973,8907.217,-0.06812615,5805.497,0.03372057,1349.1287,10.511204,1328.3195,-1.7256761,1031.8994
-9.812655,1912.3729,43.730686,-0.5023692377773775,2.2049620172578024,12100579.0,64289,164.95735,0.028396316,2.5425029,0.00043767504,13.377235,0.0023028026,2258.397,0.3887681,187.59973,0.032294054,-39.251007,9626.649,0.010162919,5843.4634,0.002040346,1307.5526,8.290336,1223.5891,-1.1821703,915.59155
-7.7443767,1762.0936,41.9773,-0.49939594970149387,2.4118302604662176,9628100.0,63563,164.69376,0.030376015,2.4933178,0.00045986602,13.043161,0.0024056726,2195.313,0.4049022,188.58342,0.03478221,-31.024529,8871.838,0.013306358,5680.344,0.0035516843,1285.6508,7.457921,1098.7164,-0.8693125,805.47736
-103.98402,69348.27,263.3406,5.20276219928349,89.94340224332011,138935760.0,16285,295.86627,0.0011064502,133.61131,0.0004996658,173.67488,0.00064949144,58884.184,0.220209,20951.35,0.0783517,-415.86337,45580.348,-0.06719601,115521.09,-0.009307425,52833.926,20.901217,71330.0,-11.012814,69355.49
-105.83466,75150.2,274.13538,3.8262630497205525,86.86084872661637,143331600.0,17203,248.66241,0.00088342215,133.05402,0.00047270057,173.35199,0.0006158671,60970.434,0.21660946,22408.352,0.07961008,-423.27386,48971.832,0.0045240102,122247.81,-0.041257247,54336.88,19.277998,76670.664,-15.953568,76543.24
-107.43158,78446.62,280.08322,3.284467708173166,82.62417441692097,147061460.0,18223,302.13666,0.0009966624,133.0153,0.00043877945,173.36447,0.0005718798,64538.78,0.21289498,24503.467,0.080829926,-429.70734,51194.055,-0.09089857,125941.766,-0.010881077,55090.68,17.66523,79721.55,-18.743092,80593.625
-106.79691,81019.31,284.63892,3.1883108799473248,77.76034063128999,146011700.0,18845,276.763,0.0008888912,129.10641,0.00041465642,168.35677,0.00054071844,66526.805,0.2136669,25260.432,0.081129976,-427.1409,53276.434,-0.068275735,129321.62,-0.025170311,56858.53,19.346596,82614.78,-19.963257,83107.57
-110.10817,83277.03,288.5776,3.006799239529844,73.88125966256452,152586300.0,18853,253.91412,0.00079147844,126.671135,0.00039484794,165.0921,0.0005146104,67741.805,0.21115871,25478.033,0.07941785,-440.45297,57603.57,-0.031694353,131779.52,-0.017897423,57278.83,15.214403,84010.984,-23.18557,85884.45
-111.56392,83719.09,289.34253,2.988417499879922,73.14417541399136,155325860.0,18677,301.0437,0.00093414285,124.66002,0.0003868218,162.91092,0.00050551485,68033.89,0.21111012,25488.738,0.079091914,-446.25903,58599.59,-0.036079757,132601.06,-0.012957886,57391.992,13.400074,84449.586,-24.44443,86258.12
-111.65492,83849.914,289.56848,2.9819303421936487,72.91055378698448,155687580.0,19071,244.37656,0.00075724197,120.26818,0.00037267123,157.17546,0.00048703467,68222.7,0.21139954,25531.441,0.079113476,-446.60684,58578.812,-0.037096307,132588.08,-0.014202658,57475.164,13.792645,84736.01,-24.223577,86365.7
-111.36924,83881.234,289.62256,2.9769199418906953,72.8409338485831,155370080.0,19465,259.67386,0.0008031164,115.22298,0.00035636034,150.47592,0.00046539024,68350.37,0.21139325,25575.229,0.07909878,-445.4773,58569.836,-0.024829444,132535.02,-0.016250014,57465.605,14.587696,84838.35,-23.569187,86407.59
-110.7857,83895.4,289.64703,2.9696242046165136,72.78992206446588,154569340.0,19935,270.0738,0.00083678256,108.36865,0.0003357638,141.86191,0.00043953754,68237.02,0.21142204,25537.498,0.079124056,-443.13147,58608.934,-0.023240358,132532.86,-0.017960254,57438.742,15.769376,84900.01,-22.8236,86425.48
-109.5945,84063.24,289.9366,2.9494783701105862,72.43880230400401,152880590.0,21091,209.95197,0.000648766,101.314445,0.0003130686,132.48125,0.00040937614,68372.16,0.21127465,25597.898,0.07909926,-438.3444,59149.816,-0.02433762,132854.84,-0.015895097,57420.86,17.631908,85082.16,-21.526886,86597.24
-107.82588,81056.45,284.70416,3.6253692539945965,69.88601443675672,149531870.0,21975,145.40149,0.00046573565,93.160515,0.00029840253,118.67624,0.00038013197,66021.47,0.21147342,24849.568,0.07959568,-431.36954,54989.83,0.035389014,130602.586,0.01344536,54065.805,17.611698,82175.73,-22.06636,83657.586
-21.977718,138791.98,372.54797,-1.2596014160234261,16.979601957383593,28204388.0,41733,9628.586,0.03177839,4809.5713,0.015873611,755.1446,0.0024922953,77576.61,0.25603548,38511.61,0.12710454,-88.04574,1078650.2,-0.24204893,141477.28,0.056475118,85208.85,-19.544851,66084.516,-5.175591,70446.72
-19.689465,131751.44,362.9758,-1.3548031463949273,19.03000931884015,23688136.0,41670,9733.028,0.03356338,4911.6943,0.016937489,721.18494,0.0024869344,72272.48,0.24922444,36460.312,0.12572975,-78.01745,1016756.75,-0.28708807,131428.16,0.03585879,79596.29,-11.821125,64180.44,-7.7912474,67954.88
-7.426665,1322.2506,36.362762,-0.4479827496963921,1.498634970615477,9045502.0,57290,102.904305,0.025930595,6.682692,0.0016839546,11.3839,0.0028686,1976.0938,0.49795085,189.07962,0.04764569,-29.753328,6352.969,-0.002740709,3558.6423,-0.00087120617,2053.618,6.9687133,661.3502,-4.7267733,515.2957
-7.1383815,1380.7195,37.158035,-0.26670525836703457,0.6849504426364317,8703818.0,57853,101.99391,0.02439294,6.67401,0.0015961612,11.436487,0.002735159,2096.0605,0.5012954,186.32822,0.044562396,-28.641582,6442.734,-0.008420946,3984.3562,0.0035031394,2047.0333,7.1497293,687.5524,-4.416978,559.38965
-7.660565,1345.4634,36.680557,-0.2694120075348223,0.6782097324775789,9272922.0,57863,104.14993,0.025507435,6.665528,0.0016324592,11.402301,0.0027925456,2046.3936,0.5011837,182.09473,0.04459695,-30.629343,6234.5566,-0.0036099025,3912.8972,-0.0016050842,1997.1403,6.460126,679.8833,-4.233019,543.91583
-8.156257,1383.4425,37.194656,-0.3043543001698858,0.8349759732288962,9891056.0,58014,103.69425,0.024492797,6.6611814,0.0015733849,11.419575,0.0026973272,2127.56,0.5025341,181.56003,0.042884856,-32.60951,6270.8574,-0.005093784,4044.4849,0.00015282999,2088.5842,6.961136,698.06323,-4.323819,563.18146
-7.795665,1388.6456,37.264534,-0.2774258481410556,0.7807046638826822,9442711.0,58062,106.94133,0.025441846,6.6515193,0.0015824278,11.280033,0.002683573,2091.5212,0.49758273,181.95116,0.043287035,-31.218742,6494.3086,-0.004209985,3992.8013,-0.00013034316,2044.0422,6.963766,696.76587,-4.240791,564.82916
-9.599202,1528.2776,39.09319,-0.46659617873189085,1.2911564600590832,11870518.0,59495,101.4877,0.022206862,6.641049,0.0014531501,11.440144,0.0025032558,2185.1665,0.47814357,205.88113,0.045049537,-38.36469,7095.8594,-0.0005812542,3950.7622,-0.0016592444,2331.468,6.9746623,730.99524,-3.9490848,687.4041
-8.040638,1689.2283,41.100224,-0.805447934485336,3.3763721865188288,10406505.0,59199,103.038536,0.01981745,6.642664,0.0012775867,11.35296,0.00218352,2486.113,0.4781553,241.04938,0.04636114,-32.13332,7343.1772,-0.003691957,4612.6006,-0.001424682,2664.9211,7.5323997,759.3316,-4.1759076,791.66235
-7.666025,1712.5194,41.3826,-0.7769784210900218,3.3186546176192238,9952342.0,59505,102.459305,0.01962081,6.630901,0.001269808,11.50617,0.0022034151,2460.9336,0.47126526,247.24045,0.047346193,-30.715857,7589.034,0.0080310805,4571.695,-0.0002494979,2668.0837,7.5476913,768.84344,-4.135175,808.0763
-6.918043,1740.2147,41.71588,-0.8321343646240182,3.626878676949868,9081830.0,59733,103.574,0.019398583,6.665013,0.0012483037,11.455229,0.002145473,2465.9014,0.46184364,282.52893,0.052915413,-27.682962,7584.133,-0.0005959331,4554.263,0.0003380683,2720.5676,7.8933387,801.4085,-4.24547,832.36383
-11.696949,2819.425,53.09826,0.03480248400872107,-0.6987752782400602,14823727.0,35040,4025.6672,0.38162932,2455.992,0.23282564,1307.1201,0.12391371,871.97754,0.08266262,300.51212,0.028488256,-46.89975,30632.41,0.107725926,4941.9688,0.017760366,1107.1078,7.676953,713.1231,-0.33507162,531.4943
-11.626582,2812.7644,53.0355,0.03790688177091537,-0.6927148217773413,14720553.0,35064,4007.7646,0.3812559,2444.508,0.23254438,1301.1522,0.12377772,871.1168,0.08286875,303.1441,0.028837891,-46.560062,30522.812,0.099680044,4920.658,0.012284517,1106.3643,7.581802,714.26465,-0.35867906,531.2058
-12.384944,2896.4233,53.818428,0.026431280860113714,-0.6473154016392719,15761089.0,34986,4059.839,0.38235873,2473.1633,0.2329244,1316.082,0.12394961,861.93274,0.08117748,304.05765,0.028636381,-49.64504,31846.566,0.111602485,4921.073,0.008005325,1117.8259,7.780522,705.23627,-0.47047156,535.282
-12.5452,2893.7095,53.79321,0.026036741310222367,-0.6384506757160797,15983418.0,35023,4038.2285,0.38212222,2467.113,0.23345354,1310.9365,0.12404894,858.31836,0.081219405,302.4327,0.028618058,-50.299957,31866.738,0.08249173,4912.9385,-0.021111438,1113.3066,7.5488505,705.95526,-0.46292287,531.7137
-12.254855,2880.8096,53.673172,0.02626980615219829,-0.6387488373964709,15593357.0,35059,4026.0232,0.381955,2456.176,0.23302118,1306.2739,0.12392821,853.527,0.08097541,306.32693,0.029061707,-49.052696,31660.615,0.10584203,4885.8994,-0.009511702,1102.6798,7.5438485,708.9833,-0.46227095,532.77234
-11.9827175,2860.4749,53.483406,0.025124055206105663,-0.6661071149789088,15281511.0,34892,4091.34,0.3836626,2505.791,0.23497882,1329.3954,0.12466314,865.3728,0.081149735,300.23892,0.028154697,-47.94327,31305.63,0.09041287,4969.247,-0.018314864,1101.4431,7.625261,703.5676,-0.43935144,528.00464
-38.237747,876.7908,29.610653,-0.05927499356387171,0.19224229107233537,43929140.0,26643,486.86206,0.19045998,196.80447,0.076989725,114.54663,0.044810534,363.89127,0.14235392,123.17487,0.048185892,-152.98772,7276.7256,-0.009983122,1136.4972,0.053212557,316.93356,10.862042,348.01337,-2.397912,384.09253
-36.99456,832.7036,28.856604,-0.04197673604950867,0.27643081110012435,42184612.0,27369,488.26666,0.19137928,200.35825,0.07853171,116.17937,0.045537256,360.25525,0.14120437,124.321915,0.04872878,-148.02531,6601.4517,-0.010780565,1139.5013,0.059896603,311.75616,10.758809,348.66278,-2.2748666,382.8597
-36.325706,812.976,28.512733,-0.03841199278791889,0.3170498488412652,41264388.0,27891,482.33435,0.18963371,199.74979,0.07853327,115.7271,0.045499057,361.3315,0.14206044,125.07563,0.04917451,-145.35568,6289.3716,-0.0145010585,1139.8645,0.058309834,312.43524,10.577318,352.95847,-2.1394992,382.93567
-35.4125,794.4724,28.186386,-0.039844996351334226,0.36961704840832255,40044064.0,28914,489.50653,0.19142424,201.07892,0.07863302,116.92942,0.045725897,360.51813,0.1409826,124.52706,0.048696995,-141.74721,6001.1426,-0.020466631,1139.2057,0.052822653,308.55228,10.652141,352.65195,-2.0573108,384.97153
-35.132977,786.6621,28.047497,-0.037187438876559314,0.3804096598371509,39664160.0,29202,485.46262,0.19022162,202.91522,0.079509445,117.24118,0.04593929,359.4477,0.14084446,125.69145,0.04925041,-140.5791,5868.3965,-0.0148966,1131.1499,0.05410203,307.30585,10.474322,357.9695,-1.9668416,384.3525
-46.861774,778205.75,882.1597,1.7809960186326357,164.55254528701175,110570536.0,60134,22754.418,0.007551014,10921.266,0.003624203,36954.863,0.012263407,715927.94,0.23757944,304359.72,0.10100124,-186.35416,808743.3,0.3631114,1408382.9,-0.065796725,454043.84,23.605719,879220.4,-10.428551,726017.3
-51.891205,749854.4,865.94135,1.8937095915340139,176.2964428910734,118758696.0,60883,19948.117,0.0070108976,9552.05,0.003357131,31477.21,0.0110628735,686488.4,0.24127087,287256.06,0.10095804,-207.04611,792514.7,0.44506684,1377732.6,0.019267635,443129.1,22.38304,842016.2,-14.545891,696069.44
-32.284817,893115.7,945.048,12.292703479138414,510.30506439503404,54377170.0,60909,35232.383,0.010407459,16394.26,0.0048427777,42257.17,0.012482545,820450.9,0.24235685,309097.72,0.09130583,-129.80591,932728.0,-0.16030344,1660901.5,0.1909452,494169.16,91.99579,1005102.94,-2.7288055,831666.6
-15.25453,1463549.0,1209.7723,16.068763188867962,487.7534901482576,1974540.0,58625,59198.664,0.010215313,23424.723,0.0040421668,53007.008,0.009146882,1305854.0,0.22533798,558428.3,0.09636231,-60.405586,1355939.1,3.143685,2388988.0,-0.13220142,700578.9,122.206276,1726703.8,11.952259,1412800.9
-29.090258,1864791.9,1365.5739,15.744653742604465,423.9189794956534,21921532.0,58741,81039.5,0.011342894,33807.0,0.0047318805,72328.09,0.010123581,1557549.9,0.21800633,691305.9,0.09676034,-115.35406,1649630.4,3.4280927,2886561.8,-0.19421363,841902.4,93.382484,2228012.2,25.754202,1832961.2
-33.543217,1905861.9,1380.5295,15.497277044905518,412.03735561821736,26605024.0,58095,89233.01,0.011965314,35045.39,0.00469926,72269.5,0.009690666,1618936.0,0.21708421,724422.3,0.09713827,-134.61423,1689291.1,0.8237242,2937765.0,-0.09494816,854337.2,91.80789,2281261.2,29.674852,1873617.4
-35.391815,1930624.5,1389.4691,15.498078576386654,409.1348598999792,28838118.0,57821,88463.875,0.011875724,34687.863,0.0046566296,73815.73,0.009909302,1616644.4,0.21702445,723353.8,0.09710575,-141.25645,1712350.0,0.8662188,2969961.0,-0.23274416,862462.2,89.58315,2312143.5,30.77075,1898851.9
-23.616777,1921211.2,1386.0776,16.301072617066815,431.2149905100741,-3711320.2,55890,95077.086,0.012612491,33992.066,0.004509232,72128.54,0.009568241,1560215.2,0.206971,752895.7,0.099875696,-92.8835,1652967.5,2.2045496,2707395.2,-0.2900477,795497.0,47.808434,2342421.0,33.82853,1925458.4
3.6536179,1908457.5,1381.4694,17.031094799385386,447.9874598124064,-68099690.0,57250,95021.46,0.012664126,35680.426,0.004755362,75935.19,0.010120375,1474417.2,0.19650514,770975.1,0.10275286,14.208904,1526667.6,0.2720371,2396191.0,-0.10209796,737276.1,32.505844,2384136.5,35.42628,1948006.9
-1.3097346,1899791.5,1378.3292,17.172956599797267,452.4360840123844,-58243612.0,57989,95744.75,0.013023496,35938.66,0.004888487,76750.31,0.010439814,1426100.8,0.19398262,761679.6,0.10360601,-5.2027125,1527473.9,0.23106366,2345848.5,-0.16075103,713234.6,56.09014,2374011.2,46.7708,1945923.0
-9.494073,1907172.5,1381.0042,17.02154757555722,449.4864956767792,-38673070.0,59241,97513.19,0.012816266,36027.113,0.0047350833,75114.67,0.009872404,1470595.8,0.19328202,788902.06,0.10368627,-37.655113,1537478.8,0.21455209,2314817.5,-0.21400689,709511.6,49.148056,2387743.2,38.33482,1958530.5
-7.948521,2348666.0,1532.5358,15.861755908233832,373.9693820767064,-54390684.0,58723,108430.33,0.011839823,39341.098,0.0042957687,82565.94,0.009015615,1790620.4,0.19552304,954666.6,0.104242824,-31.77028,1881546.0,-1.7298003,2876880.2,-0.11292848,878219.2,62.09602,2957103.8,65.42985,2397676.0
36.536514,3594396.8,1895.8894,13.908918645632019,262.51016614752245,-170494420.0,56176,165363.42,0.011964437,61945.61,0.004481912,127736.08,0.009242008,2695491.2,0.1950252,1444279.9,0.10449708,147.06027,2868472.8,-8.257094,4389103.0,-0.20490524,1348423.2,120.79106,4528570.5,107.62327,3660882.8
27.61238,3141078.2,1772.3087,14.288883184527208,289.8752038953074,-140259800.0,56013,151293.1,0.012240845,57257.285,0.004632581,117915.15,0.009540297,2412351.5,0.1951789,1294154.9,0.10470768,110.69131,2527568.0,-12.072436,3822081.2,0.034815334,1186656.5,103.6156,3965203.5,93.12399,3194421.5
46.6311,3578826.2,1891.7786,14.107767010914499,264.91052441059344,-192317800.0,55008,162853.77,0.011677398,61376.312,0.004400977,124324.39,0.008914657,2738065.0,0.19633242,1462558.4,0.10487247,187.67122,2893798.2,-8.9419775,4390265.5,-0.106060535,1351154.1,140.56342,4515495.5,108.857704,3629688.2
54.973743,3568577.5,1889.0679,14.107608224520714,265.46413662003465,-204391600.0,53555,142211.0,0.010090718,53702.902,0.003810541,108937.19,0.0077297427,2796701.0,0.19844261,1477199.0,0.10481607,219.81935,2908840.2,-8.611958,4377901.5,0.06001443,1347903.0,141.67583,4498913.5,109.2246,3617076.0
226.86629,5513066.0,2347.992,11.731951243791034,173.41100429819338,-592913800.0,49060,176967.05,0.008488009,74472.28,0.0035719725,153986.72,0.0073857857,3917269.5,0.18788707,1968725.2,0.09442751,907.16693,6336095.5,-7.7013044,6150879.5,0.10246533,1993749.9,217.04192,6305250.5,205.13167,5747287.5
239.60873,6930769.5,2632.6355,10.898158808446471,143.55409648710642,-655344960.0,49272,179370.9,0.0068762065,86004.76,0.0032970032,169627.97,0.00650271,5088878.0,0.19508278,2502231.8,0.09592337,955.4221,6972085.0,-5.8250513,8321131.0,0.6860816,2546105.5,276.13782,8116102.0,268.4484,7147812.0
233.6868,7258778.0,2694.212,10.682320645341093,137.8481728145303,-651721540.0,51814,208206.17,0.007472079,91333.34,0.0032777605,180787.9,0.006488095,5463985.5,0.19609088,2684192.5,0.09632999,933.22845,7345188.5,-8.631614,8754379.0,0.2522432,2679258.0,296.32022,8499631.0,269.84082,7467780.0
238.6064,7283580.0,2698.8108,10.707066867042952,137.7238047837175,-666893600.0,52894,204845.44,0.007287331,92024.625,0.0032737555,182729.42,0.0065005585,5519373.0,0.19635046,2710667.2,0.09643138,952.2321,7323236.5,-9.77438,8791313.0,0.3179019,2695163.5,312.399,8524751.0,276.7335,7491285.0
236.49738,7273158.5,2696.8794,10.734387100341548,138.15282562823742,-663476700.0,53479,217218.02,0.007857921,94111.24,0.0034044997,188666.44,0.0068250597,5406257.5,0.19557284,2658623.5,0.09617643,945.91205,7320676.5,-9.718198,8774311.0,0.081692256,2691519.8,311.93243,8508843.0,274.1622,7481549.0
239.3993,7244802.5,2691.6172,10.798794951458108,139.18714959640047,-670960400.0,54660,209753.52,0.0075552785,93651.03,0.0033732909,188094.6,0.0067751287,5438131.0,0.19588037,2672044.8,0.0962465,956.0814,7282313.5,-9.715066,8737709.0,0.23916742,2684414.0,319.0331,8470670.0,278.36044,7451284.5
-27.482637,481677.22,694.0297,30.126353235121798,1523.3749457204476,23042598.0,51157,17525.678,0.009099828,5305.1123,0.0027545646,11343.529,0.005889882,387616.56,0.20126149,200191.69,0.103945196,-109.814445,370336.84,-0.36342815,601328.94,-0.053053014,183045.16,26.282217,608415.25,3.1447015,491473.84
-27.471485,476650.75,690.399,30.560718468184362,1555.4953617699512,24688074.0,52363,17283.836,0.009160491,5425.04,0.0028752894,11779.123,0.0062429747,378767.8,0.2007482,195854.31,0.10380344,-109.9893,368008.22,-0.3289385,595152.0,-0.025180707,181143.05,22.345922,602146.9,0.51532555,486190.2
-22.907913,474794.56,689.0534,30.73434793507324,1566.8611029879341,17088618.0,53435,15048.691,0.008251291,4775.8984,0.0026186549,10731.662,0.005884237,367273.75,0.20137848,189151.6,0.103713,-91.89719,363410.66,-0.31408003,592975.75,-0.027171774,180656.8,25.971056,599873.2,3.4760249,484507.62
-22.263115,470460.6,685.9013,31.176267599146716,1595.6554477271036,15392011.0,53443,15238.821,0.008339116,4656.5317,0.0025481866,10306.686,0.005640111,368725.25,0.20177694,189711.86,0.10381572,-89.43985,361023.12,-0.3535334,587269.5,-0.0019397511,179224.42,26.882757,594609.94,5.0823703,479829.0
-19.51958,24530.531,156.62225,-0.06632913240302932,26.33242594205674,25690396.0,58828,2583.336,0.027070217,1434.5464,0.0150323,4317.5986,0.045243178,15984.408,0.16749714,9126.288,0.09563239,-78.13609,36495.734,-0.04129331,24377.951,-0.0042706127,12390.646,5.802749,29056.904,-5.8474994,23770.56
-19.067648,24595.154,156.82843,-0.08399763930157995,26.375291017360656,25165596.0,58627,2563.337,0.026832594,1441.3911,0.015088247,4327.335,0.04529784,16022.557,0.16772151,9137.646,0.095651396,-76.08401,36788.844,0.0065231044,24406.455,-0.016259488,12413.473,5.382177,29124.752,-5.781122,23834.252
-20.322985,24720.107,157.22629,-0.1347868364412257,26.477447644652056,26881234.0,58275,2541.0923,0.026462449,1450.9468,0.015109883,4347.6274,0.04527536,16116.838,0.16783766,9180.455,0.0956035,-81.27035,36384.88,0.026641285,24589.996,-0.0052812747,12512.853,4.783766,29254.324,-6.2281356,24007.893
-25.407293,63951.637,252.88661,-6.120017277572054,83.93659820358151,43274452.0,62856,2553.712,0.010913791,1484.0786,0.006342503,4405.7217,0.01882872,40430.93,0.17278954,15694.99,0.06707563,-101.91105,114359.03,-0.040333714,75839.04,0.03527242,30016.908,-9.684694,69367.71,-8.171146,61848.973
-22.468365,64480.293,253.9297,-6.056670178017528,82.8170612977852,38823276.0,65379,2557.6558,0.01084407,1491.3374,0.0063230433,4412.545,0.018708518,40785.12,0.1729227,15753.515,0.0667925,-89.75848,115463.984,-0.00199661,75966.21,0.009074304,30617.85,-6.185953,69788.9,-10.421074,62342.234
-37.693344,21041.041,145.0553,0.37510002250432833,7.257682310476476,50334240.0,43443,7705.743,0.09865579,4176.5024,0.053471304,6868.776,0.087940186,20729.035,0.2653916,11359.184,0.14543039,-150.67197,79447.15,-0.38484395,35883.184,0.0105298655,21156.818,-1.1014658,40136.992,-3.2444596,2291.8389
-40.340885,21549.66,146.79802,0.35146821054622807,6.900869343984391,54747868.0,40108,8806.9795,0.11019806,4636.556,0.05801529,7002.4688,0.08761897,20738.389,0.2594908,11328.606,0.14175013,-161.3376,86710.95,-0.7227197,36336.76,0.064180695,21302.99,-1.9488955,40111.82,-2.9700594,2315.6719
-41.06548,21612.258,147.01108,0.34964604321075754,6.862642128007186,55921404.0,39869,9046.421,0.11263002,4802.7183,0.059794944,7081.199,0.08816256,20663.16,0.2572611,11319.605,0.14093168,-163.9404,87912.21,-0.6911345,36367.29,0.07966674,21300.066,-2.1167583,40114.305,-2.9931004,2315.597
-44.39371,20386.426,142.78104,0.3204108858208973,7.848092800924,60415228.0,43455,8737.92,0.1086932,4666.497,0.058047738,7018.997,0.08731108,20460.613,0.25451475,11384.997,0.14162086,-177.60152,66254.055,-0.6891754,35198.05,0.07080537,21068.139,-1.8340025,40833.316,-2.7708561,2390.9897
-41.718105,19962.016,141.287,0.34736167024339093,8.24502560578384,55705984.0,43562,7760.5527,0.09870481,4205.4067,0.053487666,6854.6406,0.0871827,20358.36,0.2589336,11398.12,0.14497024,-166.91563,60807.53,-0.47294688,34781.56,0.10860307,20815.38,-0.5312248,40779.867,-3.131197,2363.9722
-40.881664,19890.912,141.03514,0.3566370164912754,8.319307018463554,54383400.0,43995,7593.823,0.09695361,4150.529,0.052991588,6868.2017,0.08768929,20312.172,0.25933424,11401.716,0.1455706,-163.35226,60095.99,-0.37734216,34631.29,0.06283542,20759.496,-0.12761807,40763.387,-3.2599885,2358.9375
-39.803276,19682.078,140.29283,0.37571449336591406,8.478654400002672,52484884.0,44301,7143.76,0.09232641,3883.1558,0.050186157,6735.5093,0.087050155,20290.383,0.2622342,11387.706,0.14717545,-159.10693,57561.64,-0.3447088,34232.777,0.088808395,20702.566,0.81395125,40716.137,-3.3483121,2340.2078
-36.0271,20329.518,142.58162,0.32028527993651174,8.247603596734553,47559036.0,47027,7005.841,0.08832866,3732.7156,0.047061555,6744.4707,0.08503334,20968.795,0.26437163,11547.091,0.1455841,-144.48412,59597.547,-0.4273356,36038.68,0.039894253,21018.203,-1.1517608,41619.64,-2.5641255,2669.012
-34.330322,20136.36,141.90263,0.38859247157508825,8.527063924680615,44598684.0,49304,6277.807,0.07956375,3413.2422,0.043258794,6674.5522,0.08459203,21282.592,0.26973158,11689.546,0.14815111,-137.49844,53862.496,-0.14945091,36446.652,0.024768796,21054.87,1.2772276,42044.277,-2.9204917,2691.0525
-29.313068,19186.799,138.51642,0.38142419118663773,9.202464387273745,36806240.0,53869,5054.3574,0.067183666,2814.5999,0.0374123,6405.868,0.08514825,20589.996,0.27368692,11519.192,0.15311572,-117.2086,46015.223,-0.056077994,33981.438,-0.027196808,20657.496,-0.5798556,41379.066,-1.9417719,2509.7327
-24.537663,19078.646,138.12547,0.36400645071344867,9.227968484460082,30696448.0,58918,5022.797,0.06729168,2788.646,0.037360195,6364.1387,0.08526197,20409.975,0.2734376,11470.724,0.15367618,-98.154106,46232.29,-0.13751255,33825.53,-0.0483383,20485.814,-1.7773198,41109.375,-1.3237928,2464.5632
-19.989626,18925.947,137.57161,0.4000568148943263,9.414195539286121,23792802.0,60164,3832.3296,0.05271764,2313.7915,0.031828586,6276.694,0.086342394,20410.617,0.28076908,11442.177,0.15739892,-79.914024,44744.258,0.062781565,33075.086,-0.03266436,20620.621,-1.7330173,40805.47,-1.2462506,2558.2988
-20.071642,18940.775,137.62549,0.428587255153405,9.485443635654326,23681560.0,58699,3943.2012,0.05411811,2359.151,0.032377955,6332.9277,0.0869157,20446.006,0.28060937,11474.168,0.15747619,-80.35971,44888.258,0.072161004,33322.53,-0.030894564,20652.88,-0.30485484,40810.387,-1.7296113,2528.2134
-27.63203,96604.05,310.81192,-15.944189196766715,446.03214878092587,45504120.0,58677,4003.8147,0.010645514,2229.8076,0.0059287082,5908.2886,0.015709212,68971.55,0.18338452,37587.04,0.099938035,-110.514595,86793.41,-0.04429813,108753.164,-0.048919555,57540.285,-16.753906,110056.41,-19.75456,98797.83
